,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
12050,34.0213,-118.2128,11,3,0,6,1.0
12052,34.0213,-118.4618,7,3,0,19,1.0
12054,34.0443,-118.2698,4,3,0,0,1.0
12056,33.8733,-118.3108,8,1,0,17,0.0
12057,33.9013,-118.4098,7,1,0,20,0.0
12058,34.0043,-118.2158,5,1,0,6,0.0
12059,33.9653,-118.1568,4,1,0,13,1.0
12060,33.9423,-118.2228,1,1,0,11,0.0
12061,34.0113,-118.2308,0,1,0,5,1.0
12064,34.0013,-118.2368,5,2,0,5,1.0
12065,33.9703,-118.2978,4,2,0,7,0.0
12067,33.9813,-118.2438,2,2,0,6,0.0
12072,34.0443,-118.2698,6,3,0,0,1.0
12073,33.8913,-118.1698,6,3,0,18,0.0
12074,33.8833,-118.2028,1,3,0,17,0.0
12075,33.9903,-118.0908,10,4,0,18,0.0
12076,33.9883,-118.1618,9,4,0,12,0.0
12078,34.0443,-118.2698,5,4,0,0,1.0
12080,33.9213,-118.3648,10,1,0,15,1.0
12081,33.9393,-118.1718,8,1,0,14,1.0
12082,33.8763,-118.3028,5,1,0,17,0.0
12083,34.0163,-118.1108,2,1,0,16,0.0
12084,34.0443,-118.2698,11,3,0,0,1.0
12085,34.0393,-118.4128,11,3,0,14,1.0
12087,33.9303,-118.3238,4,3,0,12,1.0
12088,34.0443,-118.2698,0,3,0,0,0.0
12089,34.0063,-118.3998,10,1,0,13,0.0
12092,33.8943,-118.1138,6,1,0,21,1.0
12094,33.9193,-118.3418,11,2,0,14,1.0
12095,33.8783,-118.1138,11,2,0,22,0.0
12096,34.0293,-118.4518,10,2,0,18,0.0
12098,34.0363,-118.3728,3,2,0,10,0.0
12099,33.8843,-118.2698,1,2,0,16,0.0
12100,34.0443,-118.2698,9,3,0,0,0.0
12101,33.8713,-118.3798,7,3,0,20,1.0
12104,33.8893,-118.1238,4,3,0,21,1.0
12105,33.9163,-118.1258,2,3,0,19,0.0
12106,33.8893,-118.2088,5,4,0,16,1.0
12107,33.8613,-118.1718,5,4,0,20,1.0
12108,33.9293,-118.1038,4,4,0,20,0.0
12111,33.8883,-118.3868,8,1,0,19,1.0
12113,34.0443,-118.2698,6,1,0,0,0.0
12115,34.0443,-118.2698,0,1,0,0,1.0
12118,33.9583,-118.1398,11,2,0,15,0.0
12119,33.9963,-118.2038,5,2,0,8,1.0
12120,33.8533,-118.2588,2,2,0,19,0.0
12122,33.8863,-118.1318,11,3,0,20,1.0
12125,34.0443,-118.2698,5,3,0,0,0.0
12126,33.8583,-118.3748,2,3,0,21,1.0
12127,33.8703,-118.3778,11,4,0,20,0.0
12128,34.0063,-118.1388,7,4,0,13,0.0
12129,34.0133,-118.1468,5,4,0,12,0.0
12130,33.8403,-118.3568,4,4,0,22,1.0
12131,33.8843,-118.2568,3,4,0,16,0.0
12133,34.0443,-118.2698,9,1,0,0,1.0
12134,33.9813,-118.0928,8,1,0,18,1.0
12135,33.9583,-118.1158,5,1,0,17,0.0
12137,33.9963,-118.1368,4,1,0,14,1.0
12138,33.8883,-118.1568,0,1,0,19,0.0
12139,33.8503,-118.3548,0,1,0,21,0.0
12145,33.8833,-118.2088,2,3,0,17,0.0
12147,34.0083,-118.4518,7,4,0,18,1.0
12148,33.9013,-118.1698,9,1,0,17,0.0
12149,33.9223,-118.3188,7,1,0,13,0.0
12150,34.0443,-118.2698,7,1,0,0,0.0
12155,33.9213,-118.1628,2,1,0,16,0.0
12156,34.0443,-118.2698,1,1,0,0,1.0
12157,33.8483,-118.1698,1,1,0,22,0.0
12158,34.0443,-118.2698,0,1,0,0,1.0
12160,34.0083,-118.1288,3,2,0,14,0.0
12161,33.8683,-118.2878,3,2,0,17,0.0
12164,34.0443,-118.2698,7,3,0,0,1.0
12165,34.0443,-118.2698,6,3,0,0,0.0
12166,33.9193,-118.3218,9,4,0,13,1.0
12168,34.0033,-118.3688,5,4,0,10,1.0
12170,33.9983,-118.1338,4,4,0,14,1.0
12174,33.8803,-118.1418,9,1,0,20,0.0
12175,33.9323,-118.1978,9,1,0,13,1.0
12177,34.0443,-118.2698,7,1,0,0,1.0
12178,34.0443,-118.2698,4,1,0,0,1.0
12179,34.0443,-118.2698,1,1,0,0,1.0
12180,34.0323,-118.1698,0,1,0,10,0.0
12185,33.9783,-118.2688,0,2,0,6,0.0
12186,34.0343,-118.3978,11,3,0,12,0.0
12188,34.0443,-118.2698,10,3,0,0,0.0
12189,34.0443,-118.2698,7,3,0,0,1.0
12190,33.9323,-118.1898,7,3,0,13,0.0
12193,33.8653,-118.2178,2,3,0,18,0.0
12196,34.0443,-118.2698,4,4,0,0,1.0
12197,34.0443,-118.2698,0,4,0,0,1.0
12198,34.0133,-118.4108,10,1,0,14,1.0
12199,33.9583,-118.1138,9,1,0,17,1.0
12201,34.0133,-118.2668,8,1,0,3,0.0
12202,33.8453,-118.2948,7,1,0,20,0.0
12203,33.9983,-118.2668,7,1,0,4,1.0
12204,34.0443,-118.2698,6,1,0,0,0.0
12207,33.9733,-118.2908,1,1,0,7,1.0
12209,33.8453,-118.2208,4,2,0,20,1.0
12211,33.8703,-118.2538,3,2,0,17,1.0
12212,33.9243,-118.1598,3,2,0,16,0.0
12214,34.0213,-118.4818,1,2,0,21,1.0
12215,33.9633,-118.1268,0,2,0,16,0.0
12216,33.8813,-118.2208,10,3,0,17,1.0
12217,34.0443,-118.2698,10,3,0,0,1.0
12219,34.0443,-118.2698,8,3,0,0,1.0
12220,34.0443,-118.2698,7,3,0,0,0.0
12221,33.9803,-118.3848,7,3,0,13,1.0
12222,33.8883,-118.1218,5,3,0,21,0.0
12223,33.9883,-118.4148,5,3,0,15,1.0
12224,34.0443,-118.2698,4,3,0,0,1.0
12225,33.8993,-118.3878,3,3,0,18,0.0
12226,33.8753,-118.2368,2,3,0,17,1.0
12228,34.0413,-118.1298,0,3,0,14,0.0
12230,33.9293,-118.4188,5,4,0,18,0.0
12231,34.0013,-118.3158,4,4,0,6,1.0
12233,33.9983,-118.1758,1,4,0,10,0.0
12234,34.0443,-118.2698,1,4,0,0,0.0
12238,33.8893,-118.1908,2,5,0,17,0.0
12239,33.9983,-118.2988,2,5,0,5,1.0
12240,33.9833,-118.1448,1,5,0,13,1.0
12242,33.9953,-118.1748,10,1,0,10,0.0
12243,33.9063,-118.3818,7,1,0,17,1.0
12247,34.0443,-118.2698,2,1,0,0,1.0
12248,34.0443,-118.2698,1,1,0,0,0.0
12249,33.9783,-118.2948,0,1,0,7,1.0
12251,34.0443,-118.2698,8,2,0,0,0.0
12252,34.0093,-118.3698,5,2,0,10,0.0
12254,34.0443,-118.2698,6,3,0,0,1.0
12255,34.0443,-118.2698,2,3,0,0,1.0
12258,33.8533,-118.3848,0,3,0,22,0.0
12264,34.0453,-118.1208,7,2,0,14,1.0
12265,33.9913,-118.2798,7,2,0,5,1.0
12266,33.9403,-118.4058,6,3,0,17,1.0
12268,33.9043,-118.3288,11,4,0,15,0.0
12269,33.8753,-118.1858,7,4,0,18,1.0
12271,34.0393,-118.2798,9,1,0,1,1.0
12272,34.0423,-118.2698,6,1,0,0,0.0
12273,34.0443,-118.2638,6,1,0,0,1.0
12274,33.9063,-118.1138,5,1,0,20,1.0
12275,33.8713,-118.2538,1,1,0,17,1.0
12276,33.8713,-118.2588,0,1,0,17,0.0
12277,33.9903,-118.2058,10,2,0,8,0.0
12278,34.0413,-118.2718,8,2,0,0,0.0
12279,34.0453,-118.2858,8,2,0,1,1.0
12280,33.8663,-118.2598,2,2,0,17,1.0
12281,34.0473,-118.2598,1,2,0,1,0.0
12282,34.0443,-118.2648,0,2,0,0,1.0
12283,33.9013,-118.1168,11,3,0,20,0.0
12284,33.9403,-118.2408,10,3,0,10,0.0
12285,34.0263,-118.2828,10,3,0,2,0.0
12287,33.9963,-118.3898,7,3,0,12,0.0
12288,34.0413,-118.2728,5,3,0,0,0.0
12289,34.0503,-118.2758,4,3,0,0,1.0
12290,34.0243,-118.3498,4,3,0,8,1.0
12292,34.0343,-118.1388,9,4,0,13,0.0
12294,34.0313,-118.2668,5,4,0,1,1.0
12296,34.0143,-118.2778,1,4,0,3,0.0
12297,34.0363,-118.2438,1,4,0,2,0.0
12298,34.0443,-118.2698,9,1,0,0,1.0
12299,33.8843,-118.4108,5,1,0,21,1.0
12300,34.0413,-118.1808,2,1,0,8,0.0
12301,34.0443,-118.2698,0,1,0,0,1.0
12302,34.0183,-118.1578,0,1,0,11,1.0
12304,34.0443,-118.2698,1,2,0,0,1.0
12305,33.9833,-118.1258,0,2,0,15,0.0
12306,33.9623,-118.4028,11,3,0,15,0.0
12307,34.0343,-118.1808,10,3,0,8,0.0
12308,33.9703,-118.3108,8,3,0,8,1.0
12310,34.0143,-118.1218,10,4,0,15,0.0
12311,33.9933,-118.2668,6,4,0,5,0.0
12312,34.0223,-118.1568,4,4,0,11,1.0
12314,34.0443,-118.2698,1,4,0,0,1.0
12315,33.9193,-118.3058,0,4,0,13,1.0
12317,34.0443,-118.1038,11,1,0,16,1.0
12318,34.0363,-118.3828,7,1,0,11,1.0
12320,34.0443,-118.2698,1,1,0,0,1.0
12321,34.0443,-118.2698,2,2,0,0,1.0
12323,33.9123,-118.3468,11,3,0,15,0.0
12324,33.9533,-118.2588,7,3,0,9,1.0
12325,34.0443,-118.2698,6,3,0,0,1.0
12326,34.0443,-118.2698,4,3,0,0,0.0
12328,34.0443,-118.2698,3,3,0,0,0.0
12329,33.8843,-118.1338,1,3,0,20,1.0
12330,33.8483,-118.2088,0,3,0,20,0.0
12335,33.9043,-118.4078,5,4,0,19,0.0
12336,34.0133,-118.1068,2,4,0,16,1.0
12337,34.0443,-118.2698,0,4,0,0,0.0
12339,34.0443,-118.2698,7,1,0,0,1.0
12340,34.0443,-118.2698,5,1,0,0,1.0
12341,33.9453,-118.2698,4,1,0,9,0.0
12342,34.0043,-118.1908,4,1,0,8,0.0
12343,33.9073,-118.1068,5,2,0,21,0.0
12344,33.8843,-118.1948,9,3,0,17,0.0
12345,34.0443,-118.2698,9,3,0,0,0.0
12346,33.8553,-118.3268,8,3,0,19,1.0
12349,33.9323,-118.1648,5,3,0,15,0.0
12350,34.0443,-118.2698,4,3,0,0,1.0
12352,34.0133,-118.0678,2,3,0,20,1.0
12354,33.8883,-118.3718,10,4,0,18,0.0
12355,34.0443,-118.2698,9,4,0,0,1.0
12356,34.0263,-118.3868,6,4,0,11,1.0
12358,34.0063,-118.3158,1,4,0,5,1.0
12359,34.0323,-118.1778,8,1,0,9,0.0
12360,33.8933,-118.1288,7,1,0,20,0.0
12361,34.0443,-118.2698,6,1,0,0,0.0
12362,33.9763,-118.2178,4,1,0,8,1.0
12364,33.9453,-118.1158,8,2,0,18,0.0
12365,33.9983,-118.4518,5,2,0,18,0.0
12366,34.0443,-118.2698,3,2,0,0,1.0
12368,34.0443,-118.2698,10,3,0,0,1.0
12369,34.0443,-118.2698,6,3,0,0,1.0
12370,34.0193,-118.1908,6,3,0,8,1.0
12373,34.0273,-118.0838,3,3,0,18,1.0
12374,33.8843,-118.3868,0,3,0,19,0.0
12377,34.0443,-118.2698,9,4,0,0,0.0
12378,33.9723,-118.0938,7,4,0,19,1.0
12379,34.0223,-118.0798,7,4,0,19,0.0
12380,33.9603,-118.0958,3,4,0,19,1.0
12381,33.8383,-118.1908,1,4,0,22,1.0
12382,33.8583,-118.1958,1,4,0,20,1.0
12383,33.9243,-118.0928,0,4,0,21,0.0
12384,34.0443,-118.2698,10,1,0,0,1.0
12385,33.9193,-118.1348,9,1,0,18,1.0
12386,33.8863,-118.4208,8,1,0,21,1.0
12387,34.0443,-118.2698,6,1,0,0,1.0
12389,34.0443,-118.2698,0,1,0,0,1.0
12390,34.0443,-118.2698,11,2,0,0,0.0
12391,33.9013,-118.4328,10,2,0,21,1.0
12393,34.0443,-118.2698,4,2,0,0,1.0
12394,34.0443,-118.2698,3,2,0,0,1.0
12396,33.9733,-118.1388,1,2,0,14,1.0
12400,33.8763,-118.1498,7,3,0,20,0.0
12402,34.0443,-118.2698,3,3,0,0,0.0
12406,34.0443,-118.2698,9,4,0,0,1.0
12408,33.8483,-118.2128,5,4,0,20,0.0
12410,34.0443,-118.2698,2,4,0,0,0.0
12411,34.0443,-118.2698,1,4,0,0,1.0
12414,34.0473,-118.2638,8,1,0,0,1.0
12415,34.0473,-118.2638,6,1,0,0,1.0
12417,33.9623,-118.0798,2,1,0,20,1.0
12419,34.0343,-118.2688,1,1,0,1,1.0
12420,33.9173,-118.3978,3,2,0,18,1.0
12422,34.0343,-118.2618,2,2,0,1,1.0
12426,34.0143,-118.4488,6,4,0,18,0.0
12428,34.0443,-118.2698,3,1,0,0,1.0
12430,33.8633,-118.1548,1,2,0,21,0.0
12433,33.9343,-118.4178,6,3,0,18,1.0
12434,34.0043,-118.4358,4,3,0,17,0.0
12435,33.9763,-118.4308,1,3,0,17,0.0
12436,34.0443,-118.2698,1,3,0,0,1.0
12438,34.0453,-118.4508,5,4,0,18,0.0
12439,33.9523,-118.1338,2,4,0,16,0.0
12440,33.9293,-118.1038,11,1,0,20,1.0
12442,33.9653,-118.4008,2,1,0,15,0.0
12443,34.0163,-118.4518,0,1,0,18,1.0
12444,34.0443,-118.2698,0,1,0,0,1.0
12445,33.9603,-118.4258,5,2,0,17,0.0
12446,33.9123,-118.1108,2,2,0,20,0.0
12447,33.9193,-118.1158,9,3,0,19,0.0
12448,33.8843,-118.3408,7,3,0,17,0.0
12449,34.0443,-118.2698,5,3,0,0,0.0
12451,33.8483,-118.2858,6,4,0,19,0.0
12452,33.8423,-118.2618,4,4,0,20,0.0
12453,34.0443,-118.2698,3,4,0,0,0.0
12454,33.9323,-118.2688,3,4,0,11,0.0
12455,34.0443,-118.2698,1,4,0,0,1.0
12457,33.8433,-118.1948,10,1,0,21,1.0
12458,34.0603,-118.4438,10,1,0,17,1.0
12459,34.0533,-118.1208,8,1,0,14,0.0
12460,33.9223,-118.1388,8,1,0,17,0.0
12461,34.0443,-118.2698,7,1,0,0,0.0
12462,34.0443,-118.2698,7,1,0,0,1.0
12463,33.9863,-118.4078,5,1,0,14,0.0
12465,33.9633,-118.1448,1,1,0,14,1.0
12466,34.0443,-118.2698,0,1,0,0,1.0
12468,33.9863,-118.3718,10,2,0,11,0.0
12469,34.0443,-118.2698,10,2,0,0,1.0
12470,33.8303,-118.1678,4,2,0,23,0.0
12471,33.9213,-118.2038,2,2,0,13,0.0
12475,34.0443,-118.2698,4,3,0,0,1.0
12476,34.0523,-118.1298,10,4,0,14,1.0
12477,33.9733,-118.1168,10,4,0,16,0.0
12478,34.0623,-118.0518,7,4,0,21,0.0
12479,33.9863,-118.1448,6,4,0,13,1.0
12481,33.9533,-118.1338,1,4,0,16,0.0
12482,34.0443,-118.2698,8,1,0,0,1.0
12483,33.9303,-118.3468,6,1,0,13,1.0
12488,33.9293,-118.1908,9,3,0,13,1.0
12489,33.8473,-118.1698,6,3,0,22,1.0
12491,33.9443,-118.3798,4,3,0,14,0.0
12494,33.9443,-118.2668,5,4,0,10,1.0
12495,33.9493,-118.1208,4,4,0,17,0.0
12496,34.0273,-118.1218,1,4,0,14,1.0
12500,34.0473,-118.0888,4,2,0,18,1.0
12501,34.0443,-118.2698,2,2,0,0,1.0
12505,34.0443,-118.2698,6,3,0,0,0.0
12506,33.9683,-118.4288,4,3,0,17,0.0
12507,34.0093,-118.2258,3,3,0,5,1.0
12508,33.8523,-118.3418,1,3,0,20,1.0
12510,33.8683,-118.2208,7,4,0,18,0.0
12511,33.9703,-118.2688,4,4,0,7,1.0
12512,33.9063,-118.1628,3,4,0,17,0.0
12515,33.9813,-118.2778,6,1,0,6,1.0
12516,33.8983,-118.1398,5,1,0,19,0.0
12518,33.8713,-118.1388,11,2,0,21,0.0
12519,34.0413,-118.2718,9,2,0,0,0.0
12520,33.9553,-118.4188,8,2,0,17,0.0
12521,33.9073,-118.1418,6,2,0,18,1.0
12522,34.0443,-118.2698,6,2,0,0,1.0
12524,33.9733,-118.3768,4,2,0,12,0.0
12526,33.9993,-118.1108,10,3,0,16,0.0
12530,34.0443,-118.2698,0,3,0,0,1.0
12532,34.0443,-118.1088,11,1,0,16,0.0
12534,34.0163,-118.2988,2,1,0,4,1.0
12535,34.0443,-118.2698,1,1,0,0,1.0
12536,34.0443,-118.2698,0,1,0,0,0.0
12537,34.0443,-118.2698,0,1,0,0,0.0
12538,34.0443,-118.2698,0,1,0,0,1.0
12540,34.0443,-118.2698,4,2,0,0,1.0
12542,34.0443,-118.2698,0,2,0,0,1.0
12544,33.9503,-118.0858,4,3,0,20,1.0
12545,34.0443,-118.2698,4,3,0,0,0.0
12546,34.0443,-118.2698,2,3,0,0,0.0
12547,34.0443,-118.2698,1,3,0,0,1.0
12548,34.0443,-118.2698,5,1,0,0,1.0
12549,34.0443,-118.2698,2,1,0,0,1.0
12550,33.8843,-118.1418,2,1,0,20,1.0
12551,33.8763,-118.2268,1,1,0,17,1.0
12552,34.0443,-118.2698,0,1,0,0,1.0
12553,33.8633,-118.3668,7,2,0,20,0.0
12554,33.8613,-118.1808,6,2,0,20,1.0
12555,33.9573,-118.1208,3,2,0,17,0.0
12557,33.9763,-118.3538,2,2,0,10,0.0
12558,34.0443,-118.2698,0,2,0,0,1.0
12559,33.9863,-118.1698,9,3,0,11,1.0
12560,33.9983,-118.3818,9,3,0,12,0.0
12561,34.0443,-118.2698,6,3,0,0,1.0
12562,33.9753,-118.1808,3,3,0,11,1.0
12563,34.0443,-118.2698,3,3,0,0,0.0
12564,33.8843,-118.2648,1,3,0,16,1.0
12565,34.0443,-118.2698,9,4,0,0,1.0
12566,33.9093,-118.1908,6,4,0,15,1.0
12568,33.8893,-118.1388,4,4,0,20,0.0
12569,33.9953,-118.2208,4,4,0,6,1.0
12570,33.9553,-118.2898,2,4,0,9,0.0
12571,33.9353,-118.4308,2,4,0,19,1.0
12572,33.8863,-118.1578,1,4,0,19,0.0
12573,34.0443,-118.2698,10,1,0,0,1.0
12574,34.0443,-118.2698,7,1,0,0,1.0
12576,34.0443,-118.2698,1,1,0,0,1.0
12577,34.0443,-118.2698,11,2,0,0,1.0
12578,34.0443,-118.2698,3,2,0,0,0.0
12580,34.0043,-118.2388,10,3,0,5,1.0
12582,33.8483,-118.2748,5,4,0,19,0.0
12583,34.0443,-118.2698,2,4,0,0,0.0
12584,34.0133,-118.3028,11,1,0,4,1.0
12586,33.9883,-118.2498,6,1,0,5,0.0
12587,33.9623,-118.1208,6,1,0,17,1.0
12590,34.0443,-118.2698,3,2,0,0,0.0
12591,34.0443,-118.2698,2,2,0,0,1.0
12593,33.8833,-118.3928,0,2,0,20,0.0
12594,33.9173,-118.2698,9,3,0,12,1.0
12597,33.8983,-118.3108,10,1,0,15,1.0
12601,34.0443,-118.2698,6,2,0,0,1.0
12604,34.0443,-118.2698,3,2,0,0,0.0
12605,34.0243,-118.1668,0,2,0,10,0.0
12606,33.9113,-118.1468,10,3,0,18,0.0
12607,34.0423,-118.1298,9,3,0,14,1.0
12608,33.8633,-118.2928,9,3,0,18,0.0
12609,33.9533,-118.1348,7,3,0,16,1.0
12610,33.8813,-118.2518,4,3,0,16,0.0
12611,34.0443,-118.2698,4,3,0,0,1.0
12612,33.8893,-118.2338,3,3,0,15,1.0
12613,33.8893,-118.2108,2,3,0,16,0.0
12614,33.9393,-118.4228,11,4,0,18,0.0
12615,33.9143,-118.1648,11,4,0,16,1.0
12616,34.0083,-118.0828,9,4,0,19,0.0
12617,33.8813,-118.3618,8,4,0,18,1.0
12618,34.0443,-118.2698,7,4,0,0,1.0
12619,34.0443,-118.2698,7,4,0,0,0.0
12621,33.8983,-118.3698,2,4,0,17,1.0
12622,33.9523,-118.2138,11,1,0,10,1.0
12624,34.0443,-118.2698,6,1,0,0,1.0
12625,33.9293,-118.3188,1,1,0,12,0.0
12626,34.0443,-118.2698,8,2,0,0,1.0
12627,34.0343,-118.1598,5,2,0,11,0.0
12628,33.8913,-118.1448,5,2,0,19,0.0
12631,34.0443,-118.2698,6,3,0,0,1.0
12633,33.8763,-118.1928,2,3,0,18,0.0
12634,33.9113,-118.1208,1,3,0,19,0.0
12635,34.0443,-118.2698,3,4,0,0,1.0
12636,33.9273,-118.1058,11,1,0,20,1.0
12638,33.9913,-118.2038,7,1,0,8,1.0
12639,33.9243,-118.0828,3,1,0,22,0.0
12641,33.8583,-118.2778,11,2,0,18,0.0
12643,34.0193,-118.3768,8,2,0,10,1.0
12644,34.0443,-118.2698,4,2,0,0,1.0
12645,33.8403,-118.2988,4,2,0,20,0.0
12650,34.0443,-118.2698,0,3,0,0,1.0
12652,34.0443,-118.2698,6,4,0,0,1.0
12653,34.0443,-118.2698,3,4,0,0,0.0
12658,34.0443,-118.2698,0,4,0,0,1.0
12659,34.0443,-118.2698,0,4,0,0,1.0
12660,33.8983,-118.1138,8,1,0,21,0.0
12661,33.8963,-118.3638,7,1,0,17,0.0
12662,34.0443,-118.2698,6,1,0,0,1.0
12663,34.0443,-118.2698,6,1,0,0,1.0
12664,33.8603,-118.2858,5,1,0,18,0.0
12667,33.8883,-118.2958,5,2,0,15,0.0
12668,34.0443,-118.2698,5,2,0,0,1.0
12669,33.8613,-118.2078,3,2,0,19,0.0
12670,33.9473,-118.3698,0,2,0,13,0.0
12671,34.0443,-118.2698,9,3,0,0,1.0
12673,33.9143,-118.1268,6,3,0,19,0.0
12675,33.9813,-118.3108,0,3,0,7,1.0
12679,33.9063,-118.2568,4,4,0,13,1.0
12680,33.8433,-118.2568,3,4,0,20,0.0
12681,34.0443,-118.2698,1,4,0,0,1.0
12682,34.0443,-118.2698,4,5,0,0,1.0
12683,34.0443,-118.2698,3,5,0,0,0.0
12684,33.9703,-118.2758,2,5,0,7,1.0
12685,33.8833,-118.2878,1,5,0,16,1.0
12686,34.0443,-118.2698,0,5,0,0,0.0
12687,33.8403,-118.3138,11,1,0,20,0.0
12688,34.0443,-118.2698,9,1,0,0,1.0
12689,33.9953,-118.2728,7,1,0,4,0.0
12690,34.0443,-118.2698,0,1,0,0,0.0
12693,34.0443,-118.1548,8,2,0,11,0.0
12695,33.9553,-118.2698,5,2,0,8,0.0
12696,33.8433,-118.2668,4,2,0,20,1.0
12697,34.0443,-118.2698,1,2,0,0,1.0
12698,34.0113,-118.0808,9,3,0,19,0.0
12699,33.9733,-118.2688,8,3,0,7,1.0
12700,34.0013,-118.1218,8,3,0,15,0.0
12701,33.8763,-118.3488,5,3,0,18,1.0
12702,33.9633,-118.2948,4,3,0,8,0.0
12703,33.9783,-118.4108,4,3,0,15,0.0
12704,34.0443,-118.2698,4,3,0,0,1.0
12705,33.8703,-118.3268,2,3,0,18,0.0
12707,33.9403,-118.1488,10,4,0,15,0.0
12708,33.8963,-118.1548,6,4,0,18,0.0
12711,34.0443,-118.2698,2,4,0,0,1.0
12712,33.8633,-118.3058,1,4,0,18,1.0
12713,34.0083,-118.2648,11,1,0,3,1.0
12714,33.9293,-118.3258,9,1,0,12,1.0
12717,33.8523,-118.1668,2,2,0,21,0.0
12718,33.9623,-118.3268,10,3,0,9,0.0
12723,34.0443,-118.4358,11,1,0,16,0.0
12724,34.0443,-118.2698,8,1,0,0,1.0
12725,34.0393,-118.2088,5,1,0,6,1.0
12726,33.9983,-118.2688,4,1,0,4,1.0
12727,34.0443,-118.2698,3,1,0,0,0.0
12728,34.0443,-118.2698,2,1,0,0,1.0
12729,33.9993,-118.2748,0,1,0,4,1.0
12730,33.8523,-118.3548,5,2,0,20,0.0
12731,34.0443,-118.2698,3,2,0,0,0.0
12732,34.0443,-118.2698,1,2,0,0,0.0
12734,33.9913,-118.2748,7,3,0,5,1.0
12736,34.0443,-118.2698,1,3,0,0,0.0
12738,34.0443,-118.2698,0,4,0,0,0.0
12739,33.9043,-118.1438,0,4,0,18,0.0
12740,34.0423,-118.0878,11,1,0,18,0.0
12746,33.9243,-118.2308,1,1,0,12,1.0
12747,34.0363,-118.3648,0,1,0,9,1.0
12748,34.0443,-118.2698,6,2,0,0,1.0
12749,34.0443,-118.2698,3,2,0,0,1.0
12750,34.0443,-118.2698,0,2,0,0,1.0
12754,33.9243,-118.1058,9,4,0,20,0.0
12755,34.0443,-118.2698,8,4,0,0,1.0
12756,33.9263,-118.3208,5,4,0,12,1.0
12758,33.9213,-118.1928,4,4,0,14,0.0
12760,33.9443,-118.1438,11,1,0,16,0.0
12761,33.9633,-118.4508,9,1,0,19,1.0
12765,33.9453,-118.1058,1,1,0,19,0.0
12766,34.0443,-118.2698,3,2,0,0,1.0
12768,34.0443,-118.2698,11,3,0,0,0.0
12770,34.0443,-118.2698,6,3,0,0,1.0
12772,34.0363,-118.0878,4,3,0,18,0.0
12774,34.0063,-118.1188,0,3,0,15,0.0
12777,34.0443,-118.4108,3,4,0,14,1.0
12778,34.0183,-118.0888,3,4,0,18,0.0
12781,34.0043,-118.1948,1,4,0,8,0.0
12783,34.0453,-118.0978,11,1,0,17,0.0
12784,34.0443,-118.2698,10,1,0,0,0.0
12785,34.0163,-118.1518,10,1,0,12,0.0
12786,34.0263,-118.0568,8,1,0,21,1.0
12787,34.0443,-118.2698,5,1,0,0,1.0
12788,34.0443,-118.2698,4,1,0,0,1.0
12790,33.9123,-118.3518,3,1,0,15,0.0
12791,34.0443,-118.2698,3,1,0,0,1.0
12792,33.9783,-118.3768,11,2,0,12,0.0
12793,34.0443,-118.2698,9,2,0,0,0.0
12794,33.9983,-118.2408,9,2,0,5,1.0
12795,33.9903,-118.2318,7,2,0,6,0.0
12796,33.9073,-118.1598,7,2,0,17,0.0
12797,33.9293,-118.4048,1,2,0,17,1.0
12798,33.8883,-118.3128,0,2,0,16,0.0
12799,33.9043,-118.3598,0,2,0,16,0.0
12800,33.9163,-118.2408,11,3,0,13,1.0
12801,34.0443,-118.2698,10,3,0,0,0.0
12802,33.8783,-118.2138,2,3,0,17,1.0
12805,34.0443,-118.2698,0,3,0,0,1.0
12806,34.0443,-118.2698,10,4,0,0,0.0
12807,34.0443,-118.2698,9,4,0,0,0.0
12808,33.9373,-118.2318,7,4,0,11,1.0
12810,33.9833,-118.3418,4,4,0,9,1.0
12811,33.9263,-118.3538,4,4,0,14,0.0
12812,34.0443,-118.2698,3,4,0,0,0.0
12814,33.9903,-118.1108,1,4,0,16,0.0
12815,34.0443,-118.2698,1,4,0,0,0.0
12816,34.0263,-118.0988,7,1,0,17,1.0
12817,33.8423,-118.2928,6,1,0,20,1.0
12818,34.0213,-118.0828,5,1,0,18,1.0
12820,33.9883,-118.0978,3,1,0,18,0.0
12821,33.9683,-118.1038,8,2,0,18,1.0
12824,33.9373,-118.1158,4,2,0,18,0.0
12825,34.0443,-118.2698,2,2,0,0,1.0
12826,34.0443,-118.2698,0,2,0,0,1.0
12828,34.0183,-118.4288,11,3,0,16,0.0
12829,33.9983,-118.3338,10,3,0,7,1.0
12830,33.9753,-118.2928,9,3,0,7,0.0
12831,33.8483,-118.2548,8,3,0,19,0.0
12832,34.0443,-118.2698,5,3,0,0,1.0
12833,33.9723,-118.4278,4,3,0,17,0.0
12834,34.0243,-118.1218,11,4,0,14,1.0
12835,33.8123,-118.2588,10,4,0,23,0.0
12836,34.0443,-118.2698,5,4,0,0,0.0
12837,34.0223,-118.1878,4,4,0,8,1.0
12839,34.0443,-118.2698,10,1,0,0,1.0
12840,33.9223,-118.4098,9,1,0,18,0.0
12841,34.0443,-118.2698,6,1,0,0,1.0
12842,34.0443,-118.2698,5,1,0,0,1.0
12843,34.0443,-118.2698,3,1,0,0,1.0
12845,33.8453,-118.3618,6,2,0,21,0.0
12847,33.8803,-118.3128,2,2,0,16,0.0
12848,33.9373,-118.2948,0,2,0,10,0.0
12850,34.0503,-118.0958,9,3,0,17,0.0
