lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
34.0443,-118.2698,11,3,1,0,0.0
34.0133,-118.2718,4,1,0,3,0.0
34.0263,-118.2858,5,2,0,2,0.0
34.0443,-118.2698,11,2,0,0,0.0
33.9563,-118.3808,6,3,0,14,1.0
33.9033,-118.2968,0,3,0,14,0.0
34.0193,-118.3998,2,2,0,13,0.0
34.0443,-118.2698,9,3,1,0,1.0
33.8753,-118.4118,5,1,0,22,0.0
33.9123,-118.1338,7,3,0,18,0.0
34.0443,-118.4038,0,4,0,13,0.0
33.8473,-118.2998,10,2,0,19,1.0
33.9423,-118.4338,0,1,0,19,1.0
34.0383,-118.2438,5,1,0,2,0.0
33.9593,-118.4388,2,4,0,18,1.0
34.0443,-118.2698,4,1,0,0,1.0
34.0443,-118.2698,6,3,0,0,1.0
33.8893,-118.1668,7,4,0,18,0.0
33.9043,-118.1028,9,1,0,21,0.0
33.9853,-118.2608,1,4,0,5,1.0
33.9643,-118.2658,2,3,0,8,1.0
34.0523,-118.0728,10,3,1,19,1.0
34.0443,-118.2698,2,1,0,0,1.0
34.0443,-118.2698,8,4,0,0,0.0
33.9883,-118.1008,9,2,0,17,1.0
34.0673,-118.1698,11,3,0,10,0.0
33.9353,-118.3868,11,2,0,15,0.0
34.0443,-118.2698,1,1,0,0,0.0
33.8863,-118.1468,8,1,0,20,0.0
34.0443,-118.4268,3,4,1,15,0.0
34.0143,-118.1338,6,3,0,13,0.0
34.0253,-118.1908,6,1,0,8,1.0
34.0443,-118.2698,9,3,1,0,1.0
33.8883,-118.3828,6,4,0,19,1.0
34.0443,-118.2698,2,2,0,0,0.0
34.0493,-118.1008,3,4,1,16,0.0
33.9013,-118.3508,11,3,0,16,1.0
34.0443,-118.2698,5,3,0,0,1.0
33.9403,-118.3668,8,1,1,14,1.0
33.9533,-118.2138,4,4,0,10,0.0
33.8863,-118.3778,10,3,0,19,1.0
33.9813,-118.2838,2,4,1,6,0.0
33.9813,-118.3568,9,4,0,10,1.0
33.8823,-118.2688,0,1,0,16,1.0
34.0163,-118.3298,10,3,0,6,1.0
33.9933,-118.2908,10,4,0,5,1.0
33.9963,-118.4078,0,2,0,14,0.0
33.9423,-118.3728,0,3,1,14,0.0
33.8693,-118.2098,11,1,0,18,1.0
34.0443,-118.2698,1,4,0,0,1.0
34.0403,-118.2938,4,1,0,2,1.0
34.0273,-118.2848,6,1,0,2,0.0
34.0223,-118.2158,4,3,0,5,1.0
34.0443,-118.2698,1,4,0,0,0.0
33.8953,-118.1588,8,1,0,18,0.0
33.9453,-118.4038,1,3,0,16,1.0
34.0023,-118.4118,6,3,0,14,0.0
34.0403,-118.3408,7,1,0,7,1.0
33.9013,-118.1758,5,1,1,17,1.0
33.9093,-118.2738,4,1,0,13,1.0
33.9643,-118.2968,1,2,0,8,1.0
33.9723,-118.1318,0,2,0,15,1.0
34.0443,-118.2698,10,1,1,0,1.0
33.9833,-118.2158,5,2,0,8,1.0
33.8833,-118.4358,6,3,0,23,1.0
34.0603,-118.4128,1,2,1,14,0.0
33.9683,-118.4338,6,3,0,18,1.0
33.9383,-118.4168,3,3,0,18,0.0
34.0323,-118.1058,1,2,0,16,0.0
34.0443,-118.2698,2,4,1,0,0.0
34.0183,-118.1618,4,4,0,11,1.0
33.8583,-118.3018,9,4,0,18,1.0
34.0363,-118.2748,2,3,1,0,1.0
33.9173,-118.3588,10,4,1,15,0.0
34.0223,-118.4408,1,3,0,17,1.0
34.0443,-118.2698,1,4,0,0,0.0
34.0343,-118.4208,9,2,0,15,1.0
33.9043,-118.1528,11,3,0,18,1.0
34.0443,-118.2698,9,3,0,0,1.0
33.9563,-118.1868,8,1,1,12,1.0
33.9933,-118.2968,1,1,0,5,1.0
33.9913,-118.3598,0,2,1,10,0.0
34.0443,-118.2698,7,4,1,0,0.0
33.9393,-118.4178,8,1,0,18,1.0
33.9403,-118.1858,2,4,0,13,0.0
34.0443,-118.2698,2,2,0,0,0.0
34.0413,-118.1338,3,2,0,13,1.0
33.9933,-118.2708,6,3,0,5,0.0
34.0193,-118.3238,3,2,0,5,0.0
34.0243,-118.2918,7,1,0,2,0.0
33.9363,-118.1538,6,4,1,15,0.0
33.8563,-118.3278,9,1,1,19,0.0
33.8343,-118.2598,2,5,0,21,1.0
33.9203,-118.1428,3,6,0,17,0.0
34.0143,-118.2538,6,3,0,3,0.0
33.8543,-118.3558,6,1,0,20,0.0
33.8243,-118.2468,2,4,0,22,0.0
33.8953,-118.4028,5,2,0,19,1.0
33.8933,-118.3208,0,1,0,15,0.0
33.9103,-118.3788,6,4,0,17,0.0
34.0443,-118.2698,2,1,0,0,1.0
33.8393,-118.1928,3,3,0,21,0.0
34.0083,-118.1848,8,2,0,9,1.0
34.0473,-118.2708,2,2,0,0,1.0
33.8943,-118.1278,7,1,0,20,0.0
34.0493,-118.2888,10,1,0,1,0.0
33.9433,-118.2228,10,3,0,11,1.0
33.9693,-118.1218,2,2,0,16,0.0
34.0443,-118.2698,0,2,0,0,1.0
34.0503,-118.2478,1,3,0,2,0.0
34.0083,-118.1988,4,3,0,7,1.0
33.9783,-118.4788,1,3,0,21,0.0
33.9443,-118.1998,0,4,0,12,0.0
34.0443,-118.2698,0,3,0,0,0.0
34.0553,-118.0808,11,3,0,18,1.0
33.9093,-118.1318,2,3,0,19,0.0
34.0033,-118.1088,6,2,1,16,1.0
33.9683,-118.4438,4,2,0,18,1.0
33.9733,-118.1448,7,3,0,14,1.0
34.0443,-118.2698,5,1,0,0,1.0
34.0183,-118.4358,11,2,0,16,0.0
34.0443,-118.2698,10,3,1,0,1.0
33.9653,-118.4408,3,1,0,18,0.0
33.8503,-118.2928,9,1,0,19,1.0
34.0283,-118.2688,3,3,0,1,1.0
33.9853,-118.2138,11,3,0,8,0.0
33.8933,-118.1648,8,2,0,18,1.0
33.8913,-118.1548,5,2,0,19,1.0
33.8523,-118.2698,8,1,0,19,0.0
33.9983,-118.2738,9,1,0,4,1.0
34.0273,-118.4698,8,4,0,20,0.0
34.0443,-118.2698,8,4,0,0,1.0
33.8353,-118.2728,11,3,1,20,1.0
33.9263,-118.3078,8,1,0,12,0.0
34.0443,-118.2698,9,1,0,0,0.0
34.0443,-118.2698,9,4,1,0,0.0
34.0443,-118.2698,10,4,0,0,0.0
33.8743,-118.2958,2,3,0,17,0.0
33.9603,-118.2008,2,4,0,10,0.0
33.9313,-118.3868,2,4,0,16,0.0
33.9873,-118.2168,3,1,0,7,1.0
33.8963,-118.3268,10,3,0,15,1.0
34.0443,-118.2698,9,3,1,0,0.0
34.0443,-118.2698,3,2,0,0,0.0
34.0443,-118.2698,7,4,0,0,1.0
33.9893,-118.2608,4,2,0,5,0.0
33.8993,-118.3648,9,3,0,17,0.0
33.9143,-118.1258,10,1,1,19,1.0
33.9193,-118.3328,1,1,0,13,0.0
34.0213,-118.3348,4,5,0,6,1.0
34.0443,-118.2698,1,3,0,0,1.0
33.9923,-118.3208,7,4,0,7,1.0
33.9633,-118.3358,11,3,0,10,1.0
33.8793,-118.2228,1,4,0,17,0.0
33.8903,-118.1108,5,1,0,22,1.0
33.8733,-118.2028,1,4,0,18,0.0
34.0443,-118.2698,4,2,1,0,0.0
33.9863,-118.2488,11,1,1,6,0.0
33.9133,-118.1228,1,4,0,19,1.0
33.9693,-118.2228,5,1,0,8,1.0
33.9683,-118.2858,1,4,0,7,1.0
34.0443,-118.2698,7,1,0,0,0.0
33.9783,-118.1408,0,1,0,14,1.0
34.0443,-118.2708,4,4,1,0,1.0
33.9503,-118.2008,2,2,0,11,0.0
34.0443,-118.2698,4,1,1,0,1.0
34.0503,-118.4378,4,5,0,16,0.0
33.9503,-118.4048,6,1,0,16,1.0
33.9873,-118.1258,8,1,0,15,0.0
33.9283,-118.4408,2,2,0,20,0.0
34.0313,-118.3028,7,1,0,3,0.0
33.9033,-118.1298,4,1,0,19,1.0
34.0373,-118.2568,1,1,1,1,1.0
34.0443,-118.2698,2,1,0,0,0.0
34.0813,-118.1858,6,1,0,9,0.0
33.8843,-118.2548,8,4,0,16,0.0
34.0443,-118.2698,10,3,0,0,1.0
34.0443,-118.2698,5,1,0,0,0.0
34.0443,-118.2698,9,3,0,0,1.0
33.8323,-118.3108,2,3,0,21,1.0
34.0243,-118.3098,1,3,0,4,0.0
34.0443,-118.2698,0,5,0,0,0.0
33.8913,-118.1208,8,2,0,21,0.0
33.9963,-118.3228,1,4,0,7,0.0
34.0113,-118.0748,2,2,0,19,1.0
34.0443,-118.2698,0,3,0,0,0.0
33.9803,-118.1708,7,3,0,11,0.0
34.0143,-118.4208,10,2,0,15,0.0
34.0443,-118.2698,4,1,0,0,0.0
33.9883,-118.2688,8,1,0,5,1.0
34.0213,-118.0978,8,3,0,17,0.0
34.0283,-118.2538,2,1,0,2,0.0
33.8873,-118.4038,11,1,0,20,0.0
33.8293,-118.2518,5,3,0,21,1.0
33.9293,-118.2778,0,3,0,11,0.0
34.0443,-118.2698,4,2,0,0,0.0
33.8393,-118.2908,0,3,1,20,1.0
33.9113,-118.4108,10,2,1,19,1.0
34.0413,-118.1128,1,1,1,15,1.0
33.9243,-118.1258,2,1,0,18,0.0
33.9683,-118.3268,9,1,1,9,1.0
33.9773,-118.2578,11,2,0,6,0.0
34.0443,-118.2698,2,2,1,0,1.0
34.0443,-118.2698,7,4,0,0,0.0
34.0063,-118.3428,6,3,0,8,0.0
34.0763,-118.4798,2,4,0,21,0.0
34.0443,-118.2698,5,2,0,0,1.0
33.8633,-118.3808,5,2,1,21,0.0
34.0633,-118.1258,5,3,0,14,0.0
34.0293,-118.2568,0,1,0,1,1.0
34.0453,-118.4508,5,4,0,18,0.0
34.0503,-118.0958,9,3,0,17,0.0
33.9153,-118.1108,6,4,0,20,0.0
33.9193,-118.1598,4,3,0,16,1.0
34.0273,-118.0938,5,3,0,17,0.0
33.9533,-118.3258,4,3,0,10,1.0
34.0363,-118.1218,4,1,0,14,0.0
34.0273,-118.2718,3,1,0,1,0.0
33.9043,-118.1978,11,4,0,15,1.0
33.8533,-118.2588,2,2,0,19,0.0
34.0353,-118.2718,4,1,0,0,1.0
34.0183,-118.2518,8,3,0,3,0.0
34.0443,-118.2698,11,1,0,0,1.0
33.8163,-118.2798,11,1,0,22,1.0
33.9073,-118.1648,6,4,1,17,0.0
33.8993,-118.1848,11,1,0,16,1.0
33.8703,-118.1518,11,4,1,21,0.0
33.9803,-118.3408,8,4,0,9,1.0
33.9123,-118.2798,2,3,0,13,1.0
34.0133,-118.0608,3,3,0,21,0.0
33.8683,-118.3778,9,1,0,20,0.0
34.0633,-118.3998,8,1,0,13,1.0
34.0113,-118.2948,0,3,0,4,0.0
33.9013,-118.1568,11,1,0,18,1.0
33.9733,-118.3768,4,2,0,12,0.0
34.0393,-118.2978,9,1,1,2,0.0
33.9103,-118.1728,10,3,1,16,1.0
33.9723,-118.2858,8,4,0,7,1.0
33.9283,-118.1068,1,1,0,20,0.0
33.9983,-118.2748,3,1,0,4,0.0
34.0443,-118.2698,2,1,1,0,1.0
33.8353,-118.2848,7,4,1,20,0.0
33.9113,-118.3708,9,1,0,16,0.0
34.0443,-118.2698,7,2,0,0,1.0
33.8823,-118.2718,6,3,0,16,0.0
33.9033,-118.3158,2,4,1,14,1.0
34.0443,-118.2698,3,3,0,0,1.0
33.9913,-118.3158,2,3,0,7,1.0
33.8393,-118.3478,7,1,0,21,1.0
33.8693,-118.1568,6,3,0,20,0.0
33.9913,-118.1198,0,1,1,15,0.0
33.9363,-118.2768,5,1,0,10,1.0
34.0443,-118.2698,8,1,0,0,0.0
33.9043,-118.1238,7,3,0,20,1.0
33.9873,-118.2188,2,2,0,7,0.0
33.9323,-118.4448,2,3,0,20,0.0
34.0043,-118.2308,3,4,0,5,0.0
34.0443,-118.2698,5,3,0,0,1.0
33.9993,-118.2938,7,3,0,5,1.0
34.0443,-118.2698,9,3,0,0,1.0
33.8953,-118.4018,10,1,0,19,1.0
34.0493,-118.2418,5,4,0,2,0.0
34.0443,-118.2698,2,3,0,0,0.0
33.8613,-118.1448,7,1,0,22,0.0
34.0443,-118.2698,2,3,1,0,1.0
33.9883,-118.2238,3,3,0,7,0.0
33.8523,-118.2338,0,4,0,19,0.0
33.9953,-118.1298,6,1,1,14,1.0
33.8433,-118.3598,3,5,0,22,0.0
33.8983,-118.3238,7,4,1,15,1.0
33.9473,-118.2968,10,3,0,10,0.0
33.9073,-118.4008,5,3,0,18,0.0
34.0443,-118.2698,2,1,0,0,0.0
34.0023,-118.0908,1,2,0,18,1.0
34.0443,-118.2698,3,2,0,0,1.0
34.0413,-118.0798,4,2,0,19,0.0
34.0353,-118.2528,2,1,0,1,1.0
34.0183,-118.1258,10,1,0,14,1.0
33.9013,-118.3178,11,2,1,15,0.0
33.9283,-118.3208,2,1,0,12,0.0
33.9083,-118.3738,0,3,0,17,0.0
34.0443,-118.2698,4,2,1,0,1.0
33.9043,-118.3598,0,2,0,16,0.0
34.0333,-118.1368,7,2,0,13,0.0
33.8583,-118.3618,4,3,0,20,0.0
34.0443,-118.2698,9,4,0,0,0.0
34.0013,-118.2958,1,1,0,5,0.0
33.9113,-118.1528,4,2,0,17,1.0
33.8273,-118.2828,4,5,1,21,0.0
33.9913,-118.2638,0,5,0,5,1.0
33.9283,-118.3028,7,3,1,12,1.0
33.9963,-118.1758,11,3,0,10,1.0
33.9833,-118.4198,5,1,0,16,1.0
34.0443,-118.2698,5,3,0,0,0.0
34.0443,-118.2698,1,3,0,0,0.0
34.0333,-118.2698,4,4,0,1,0.0
34.0473,-118.1778,4,2,0,9,0.0
34.0273,-118.1288,5,4,1,14,1.0
33.9933,-118.3428,6,3,1,8,0.0
33.9273,-118.1258,9,3,0,18,0.0
34.0443,-118.2698,9,2,0,0,0.0
34.0443,-118.2698,5,1,1,0,0.0
34.0233,-118.1088,1,4,0,16,0.0
33.9803,-118.0958,2,4,0,18,0.0
34.0503,-118.1078,5,1,0,16,1.0
34.0443,-118.2698,6,4,0,0,1.0
34.0443,-118.2698,7,1,0,0,1.0
34.0103,-118.2518,3,2,0,3,0.0
33.9133,-118.4308,7,1,1,20,1.0
34.0043,-118.4398,6,1,0,17,0.0
33.8543,-118.3348,6,3,1,20,0.0
34.0293,-118.3918,8,1,0,12,0.0
34.0273,-118.2158,1,2,0,5,0.0
33.9263,-118.3888,5,4,1,16,1.0
33.8743,-118.3098,4,3,1,17,1.0
33.8793,-118.2028,2,3,0,17,0.0
34.0193,-118.2948,5,2,0,3,0.0
34.0443,-118.2698,6,4,0,0,1.0
34.0323,-118.3948,8,1,1,12,0.0
33.9853,-118.2908,10,4,0,6,1.0
34.0673,-118.3848,7,4,0,11,0.0
33.9453,-118.4268,8,1,0,18,1.0
34.0243,-118.4308,5,3,0,16,0.0
33.8783,-118.1678,10,3,0,19,0.0
34.0043,-118.3118,3,3,0,5,1.0
34.0443,-118.2698,5,1,1,0,1.0
34.0343,-118.1038,7,3,0,16,0.0
34.0443,-118.2698,5,3,0,0,1.0
34.0443,-118.2698,9,1,0,0,1.0
33.9273,-118.1598,0,4,0,16,1.0
34.0443,-118.2698,10,1,0,0,1.0
34.0503,-118.1118,11,1,0,15,0.0
34.0443,-118.2698,4,2,0,0,1.0
34.0443,-118.2698,3,4,0,0,0.0
33.9863,-118.4308,6,4,0,17,1.0
33.9703,-118.2688,11,4,0,7,0.0
34.0443,-118.2698,0,3,0,0,0.0
34.0323,-118.3998,3,2,0,13,0.0
33.8563,-118.1848,11,2,1,20,0.0
34.0223,-118.2728,6,2,1,2,0.0
34.0503,-118.4228,3,1,0,15,1.0
34.0043,-118.2188,4,2,0,6,1.0
33.9423,-118.1638,7,1,0,14,1.0
33.9643,-118.2118,5,4,1,9,1.0
34.0443,-118.2638,6,1,0,0,1.0
33.9403,-118.4058,6,3,0,17,1.0
33.9913,-118.2108,7,3,0,7,0.0
34.0403,-118.2498,3,2,1,2,1.0
33.9963,-118.1668,3,1,0,11,1.0
33.8963,-118.1238,1,4,0,20,1.0
34.0473,-118.2628,9,1,0,0,0.0
34.0253,-118.2568,5,2,0,2,1.0
33.9953,-118.2458,3,4,0,5,0.0
33.9763,-118.2428,10,2,0,7,0.0
33.8813,-118.2598,0,4,1,16,1.0
34.0473,-118.4288,3,1,0,15,1.0
33.8603,-118.3458,5,2,0,19,1.0
34.0443,-118.2698,10,4,0,0,1.0
33.8993,-118.2358,0,4,0,14,1.0
33.9753,-118.2928,6,2,0,7,0.0
33.9533,-118.3048,10,4,1,9,1.0
33.9243,-118.1598,3,2,0,16,0.0
33.8633,-118.2218,1,3,0,18,0.0
34.0403,-118.2328,7,4,0,3,1.0
33.8373,-118.3118,9,3,0,21,0.0
33.9583,-118.2638,9,3,0,8,0.0
34.0433,-118.3018,5,4,0,3,1.0
34.0443,-118.2698,8,3,0,0,1.0
33.9583,-118.2518,4,2,1,8,0.0
34.0243,-118.2058,6,1,0,6,1.0
34.0443,-118.2698,7,4,0,0,1.0
33.8653,-118.2838,7,3,0,17,1.0
34.0373,-118.1538,2,3,0,11,0.0
34.0443,-118.2698,6,3,0,0,1.0
34.0443,-118.2698,4,4,0,0,1.0
33.9813,-118.1388,10,1,0,14,0.0
34.0163,-118.1628,0,1,0,11,0.0
33.9513,-118.2908,5,3,0,9,0.0
34.0443,-118.2698,2,3,0,0,1.0
33.9103,-118.1618,10,1,0,17,0.0
34.0193,-118.2938,3,1,0,3,0.0
34.0543,-118.3828,10,3,0,11,0.0
34.0443,-118.2698,3,4,0,0,0.0
34.0443,-118.2698,9,3,0,0,0.0
34.0443,-118.2698,0,3,0,0,1.0
34.0433,-118.2578,3,2,0,1,1.0
34.0443,-118.2698,10,3,1,0,1.0
33.8903,-118.2228,0,1,0,16,0.0
34.0443,-118.2698,4,2,0,0,0.0
33.9443,-118.2948,1,3,0,10,1.0
33.9773,-118.3118,3,1,0,7,0.0
33.9623,-118.2048,3,4,0,10,0.0
33.8993,-118.1618,2,4,0,18,1.0
34.0443,-118.2698,2,3,1,0,1.0
33.9213,-118.0858,2,2,1,22,0.0
33.9073,-118.1808,4,4,0,16,1.0
34.0443,-118.2698,1,1,0,0,1.0
34.0323,-118.3888,3,2,0,11,0.0
34.0443,-118.2698,7,3,0,0,1.0
34.0143,-118.1008,6,3,0,17,0.0
34.0433,-118.0858,5,3,0,18,0.0
33.9263,-118.4148,7,3,0,18,0.0
34.0633,-118.1028,5,3,0,16,0.0
34.0133,-118.2938,1,4,0,3,1.0
33.8943,-118.2668,10,4,0,15,0.0
34.0443,-118.2698,1,2,0,0,0.0
34.0223,-118.0608,5,4,1,21,0.0
34.0443,-118.4498,4,3,0,18,0.0
33.9803,-118.1338,2,1,0,15,1.0
34.0443,-118.2698,3,2,0,0,1.0
33.9093,-118.1848,1,1,0,15,1.0
33.8583,-118.2438,9,4,0,18,0.0
33.9283,-118.3138,9,4,1,12,1.0
33.8873,-118.2998,4,1,1,15,0.0
33.9693,-118.0768,5,4,0,20,0.0
33.9243,-118.2158,8,4,0,13,1.0
34.0103,-118.3568,5,4,0,9,0.0
33.9323,-118.2688,9,4,0,11,1.0
34.0443,-118.2698,11,1,0,0,1.0
33.8563,-118.2758,6,4,0,18,0.0
34.0033,-118.3678,1,4,0,10,0.0
33.9063,-118.3448,3,1,0,15,1.0
34.0443,-118.2698,0,4,0,0,1.0
34.0443,-118.3398,5,4,0,7,1.0
34.0243,-118.3488,4,2,0,8,1.0
33.9103,-118.2938,8,3,0,13,0.0
34.0443,-118.2698,4,3,1,0,0.0
34.0463,-118.2878,0,3,0,1,0.0
33.9243,-118.3488,11,1,0,14,0.0
33.8303,-118.1678,4,2,0,23,0.0
34.0443,-118.2698,7,1,0,0,0.0
33.9993,-118.0958,3,1,0,17,1.0
33.9923,-118.3968,5,4,0,13,0.0
34.0053,-118.2138,0,2,0,6,0.0
33.9743,-118.1248,9,4,0,16,0.0
33.9693,-118.3928,5,3,0,14,1.0
33.9123,-118.3918,6,4,0,17,0.0
33.9813,-118.2218,0,1,0,7,0.0
34.0443,-118.2698,1,4,0,0,0.0
33.8793,-118.3998,8,1,0,21,1.0
34.0433,-118.3028,1,1,0,3,0.0
33.8653,-118.3738,8,1,0,20,1.0
33.8713,-118.4188,5,4,0,22,0.0
34.0273,-118.0838,5,4,0,18,1.0
33.9073,-118.1678,8,3,0,17,1.0
33.9243,-118.1258,11,2,0,18,1.0
33.9473,-118.3898,9,4,0,15,0.0
33.9993,-118.1578,11,1,1,12,0.0
34.0443,-118.2698,8,3,0,0,1.0
33.9373,-118.1038,0,2,1,19,0.0
33.8493,-118.1888,0,4,1,21,0.0
34.0443,-118.2698,9,1,0,0,0.0
34.0393,-118.2778,5,2,0,0,1.0
34.0413,-118.2658,6,3,0,0,1.0
34.0443,-118.2698,7,3,1,0,1.0
34.0363,-118.1168,8,1,0,15,1.0
33.9973,-118.1808,5,1,0,10,0.0
33.8833,-118.3928,0,2,0,20,0.0
34.0333,-118.2698,4,1,0,1,0.0
34.0183,-118.2498,3,4,0,3,0.0
34.0243,-118.2878,6,4,0,2,1.0
33.9393,-118.2108,8,3,0,12,0.0
34.0443,-118.2698,9,1,0,0,0.0
33.9513,-118.1808,1,4,0,12,1.0
33.8633,-118.1378,3,2,0,22,1.0
33.9783,-118.1338,4,1,0,15,0.0
33.9643,-118.3258,5,3,0,9,0.0
33.9143,-118.1468,9,3,0,17,0.0
34.0383,-118.4038,0,5,0,13,0.0
33.9803,-118.1178,5,4,0,16,0.0
33.9803,-118.4558,4,2,1,19,0.0
34.0443,-118.2698,0,3,0,0,0.0
34.0443,-118.4228,1,5,0,15,1.0
33.8843,-118.1578,11,3,0,19,0.0
33.9653,-118.3898,6,3,0,14,1.0
33.9953,-118.4028,0,4,0,14,0.0
34.0443,-118.2698,8,2,0,0,0.0
33.9603,-118.2758,2,2,0,8,0.0
34.0443,-118.2698,2,5,0,0,1.0
33.9923,-118.3268,6,3,0,7,0.0
34.0243,-118.2488,10,3,0,2,0.0
33.8993,-118.3798,2,3,1,18,1.0
34.0443,-118.2698,8,4,0,0,0.0
34.0443,-118.2698,4,4,0,0,1.0
34.0443,-118.2698,5,1,0,0,1.0
33.9423,-118.2828,5,4,0,10,1.0
34.0363,-118.3618,10,4,0,9,1.0
34.0403,-118.2588,3,2,1,1,0.0
34.0443,-118.2698,2,2,0,0,0.0
33.9773,-118.2278,0,3,0,7,1.0
33.8803,-118.4028,7,3,0,21,1.0
33.9833,-118.2578,4,1,0,6,1.0
34.0113,-118.2648,8,1,0,3,1.0
33.9043,-118.3818,3,1,1,17,0.0
33.9163,-118.1258,2,3,0,19,0.0
34.0433,-118.2828,2,2,0,1,1.0
33.8383,-118.3518,3,4,0,22,1.0
34.0503,-118.0978,1,1,0,17,1.0
34.0523,-118.3748,3,4,0,10,0.0
34.0343,-118.1138,10,4,0,15,0.0
33.9583,-118.4008,1,1,0,15,1.0
34.0443,-118.2698,8,4,0,0,1.0
34.0113,-118.1338,5,2,0,13,1.0
34.0183,-118.4328,0,4,0,16,1.0
34.0433,-118.0688,2,4,0,20,0.0
34.0073,-118.3068,2,2,0,5,1.0
34.0443,-118.2698,2,4,0,0,1.0
33.9993,-118.1488,3,3,0,12,1.0
34.0463,-118.4378,8,1,0,16,0.0
33.9863,-118.1408,3,2,0,14,0.0
33.9493,-118.4288,5,3,0,18,0.0
34.0103,-118.0958,3,2,0,17,1.0
33.9273,-118.4148,2,2,0,18,0.0
34.0443,-118.2698,6,1,0,0,1.0
33.9013,-118.1728,10,3,0,17,0.0
33.8773,-118.3298,2,3,0,17,0.0
34.0443,-118.2698,7,1,1,0,1.0
34.0443,-118.2698,6,2,0,0,0.0
33.9013,-118.2968,4,3,0,14,0.0
34.0443,-118.2698,9,3,0,0,0.0
33.9363,-118.2598,8,3,0,10,0.0
33.9963,-118.3368,4,2,1,8,0.0
34.0443,-118.2698,3,2,0,0,1.0
34.0443,-118.2698,7,2,0,0,0.0
34.0443,-118.2698,9,1,0,0,1.0
33.8953,-118.4308,2,3,0,21,1.0
34.0343,-118.3928,11,4,0,12,1.0
33.8683,-118.3448,9,3,0,19,0.0
34.0363,-118.1158,10,1,1,15,0.0
33.9703,-118.1488,7,2,0,14,0.0
33.8943,-118.1848,10,3,0,17,0.0
34.0433,-118.1728,10,3,1,9,0.0
34.0443,-118.2698,0,2,0,0,1.0
34.0033,-118.0988,3,2,0,17,0.0
33.8583,-118.3258,0,1,0,19,0.0
33.8473,-118.1958,9,2,0,21,1.0
34.0033,-118.3018,5,3,0,5,0.0
33.9173,-118.3848,4,1,0,17,0.0
34.0033,-118.1528,11,3,0,12,0.0
33.9993,-118.2828,3,1,0,4,0.0
33.8883,-118.3048,4,4,0,15,0.0
34.0443,-118.2698,4,3,0,0,0.0
33.8763,-118.3448,0,3,0,18,1.0
34.0673,-118.4738,8,3,0,20,0.0
33.9683,-118.1028,4,2,0,18,0.0
33.9193,-118.1538,2,4,0,17,1.0
34.0093,-118.2728,9,3,0,3,0.0
34.0503,-118.1578,8,2,0,11,0.0
33.8783,-118.2208,5,2,0,17,0.0
33.9843,-118.2008,5,4,0,9,0.0
33.8723,-118.1928,8,1,0,18,1.0
34.0333,-118.4438,8,2,0,17,0.0
34.0263,-118.4258,11,4,0,15,1.0
33.9393,-118.3948,2,4,0,16,0.0
34.0443,-118.2698,4,3,0,0,1.0
34.0443,-118.2698,10,4,0,0,0.0
33.8523,-118.3838,4,4,0,22,1.0
33.9513,-118.4118,2,2,0,16,1.0
33.9343,-118.1288,5,1,0,17,0.0
34.0453,-118.4618,6,3,0,19,1.0
33.9763,-118.3058,7,3,0,7,0.0
33.9783,-118.2898,1,3,0,6,1.0
33.9973,-118.4248,7,1,0,16,0.0
34.0443,-118.2698,4,3,0,0,1.0
34.0443,-118.2698,8,3,0,0,0.0
33.8803,-118.2518,1,1,0,16,0.0
33.9113,-118.1128,2,3,0,20,0.0
34.0183,-118.2188,2,1,0,5,1.0
33.8843,-118.1978,1,3,0,17,1.0
33.8913,-118.1538,3,2,0,19,1.0
33.9063,-118.1778,2,4,1,16,0.0
34.0443,-118.2698,1,4,0,0,1.0
33.8763,-118.4148,10,1,0,22,1.0
33.9573,-118.3078,1,2,0,9,0.0
34.0443,-118.2618,6,3,0,0,0.0
34.0443,-118.2698,2,2,0,0,0.0
33.9843,-118.2878,5,3,0,6,0.0
33.8933,-118.1858,4,2,0,17,1.0
34.0443,-118.2698,8,1,0,0,1.0
34.0443,-118.2698,1,3,0,0,1.0
34.0443,-118.2698,0,1,0,0,0.0
34.0443,-118.2698,4,1,0,0,1.0
34.0223,-118.2698,6,2,0,2,1.0
33.9493,-118.1778,3,1,0,13,0.0
34.0023,-118.2268,5,3,0,6,1.0
34.0443,-118.2698,6,1,0,0,0.0
33.9063,-118.1618,5,4,0,17,1.0
34.0443,-118.2698,4,4,0,0,1.0
33.9623,-118.1518,3,2,0,14,1.0
33.9663,-118.1598,5,2,0,13,0.0
34.0103,-118.3118,11,1,0,5,1.0
34.0063,-118.4188,5,1,0,15,1.0
33.8843,-118.3738,1,2,0,19,0.0
34.0443,-118.2698,5,3,0,0,1.0
33.9103,-118.1988,2,4,0,15,0.0
34.0403,-118.1148,9,4,0,15,1.0
34.0443,-118.2708,2,1,1,0,1.0
34.0443,-118.2698,0,3,0,0,0.0
34.0133,-118.3028,0,1,1,4,1.0
34.0443,-118.2698,4,4,0,0,1.0
34.0443,-118.2698,7,2,1,0,1.0
33.8843,-118.3408,7,3,0,17,0.0
33.8913,-118.3428,0,3,0,16,1.0
33.9873,-118.2558,6,4,0,5,1.0
33.9783,-118.2088,0,4,0,8,0.0
33.9963,-118.1448,4,3,0,13,1.0
33.9013,-118.3828,9,3,0,18,0.0
